Movie Name,Year of Release,Duration,Genre,Certificate,Movie Rating,Description,Director,Stars,Votes,Gross,processed_description,description_sentiment
Prekobrojna,1962,94.0,Drama            ,R,7.5,"Young Mikajilo girlfriend Malena attend yet another work action . time Mikajilo meet student Nada fall love . Malena , many time gone ... See full summary »",Branko Bauer,Milena Dravic,160,0.0,young mikajilo and his girlfriend malena attend yet another work action this time mikajilo meets a student nada and falls in love with her malena who has many times before gone after                 see full summary »,low positive
Love Vanished,1961,88.0,Drama Romance            ,R,7.4,young man fall love girl met accident .,Aleksandar Petrovic,Beba Loncar,212,0.0,a young man falls in love with the girl who he met by accident,low positive
Harms Case,1987,90.0,Drama            ,R,6.8,"Based upon life writing literary visionary Danil Harms , Russian avant-garde poet 1920s persecuted ultimately silenced Soviet authority .",Slobodan D. Pesic,Frano Lasic,136,0.0,based upon the life and writing of literary visionary danil harms a russian avantgarde poet of the 1920s who was persecuted and ultimately silenced by the soviet authorities,low positive
Kako su se voleli Romeo Julija ?,1966,100.0,Romance            ,R,7.8,"story unfortunate lover contemporary Belgrade , young woman married money , student loved marriage . Juvenile love romance get extinguished social intolerance , calculated upstarted .",Jovan Zivanovic,Spela Rozin,88,0.0,the story of unfortunate lovers from contemporary belgrade a young woman married for money and a student whom she loved before marriage juvenile love romance gets extinguished by social intolerance calculated and upstarted,low positive
Traces Black Haired Girl,1972,86.0,Drama Romance            ,R,7.1,"railway worker move another city experience love affair suburban prostitute . encounter disturbs solitude , two begin life together .",Zdravko Randic,Boris Dvornik,94,0.0,a railway worker moves to another city and experiences a love affair with a suburban prostitute their encounter disturbs his solitude and the two begin their life together,low positive
Esalon doktora .,1955,91.0,Drama War            ,R,6.9,"Continuing exploit Yugoslav National Liberation Army , Ballists attack echelon wounded warrior led Dr. M. take wounded nearby town . Aware ... See full summary »","""Zivorad Zika Mitrovic""",Nadja Regin,48,0.0,continuing their exploits against the yugoslav national liberation army the ballists attack an echelon of wounded warriors led by dr m he takes the wounded to a nearby town aware that                 see full summary »,low positive
Zuta,1973,80.0,Drama            ,R,7.1,"girl nickname `` Yelow one `` life whirlpool modern metropolis . Without experiencing childhood , naive simpleminded , becomes wanderer , although burning ... See full summary »",Vladimir Tadej,Ruzica Sokic,103,0.0,a girl with a nickname yelow one lives in the whirlpool of modern metropolis without experiencing childhood naive and simpleminded she becomes a wanderer although she has a burning                 see full summary »,low positive
Testament,1975,80.0,Drama            ,R,6.2,"completely speechless movie man come back life physical death order identify persecutor , may real may - i.e . consequence paranoid mania .","""Milos Misa Radivojevic""",Danilo Bata Stojkovic,51,0.0,a completely speechless movie about a man who comes back to life after his physical death in order to identify his persecutors who may be real or may not  ie just a consequence of his own paranoid mania,low positive
Ward Six,1978,97.0,Drama            ,R,7.5,"doctor provincial town Tsardom Russia meet former student Ward 6 , story take place . Impressed rebellious spirit clever remark , tends spend ... See full summary »",Lucian Pintilie,Slobodan Cica Perovic,213,0.0,a doctor from provincial town in tsardom of russia meets his former student in ward 6 where the story takes place impressed by his rebellious spirit and clever remarks he tends to spend                 see full summary »,low positive
Jos ovaj put,1983,97.0,Drama Thriller            ,R,7.0,"young prison inmate get released together old gangster . go town together order visit family friend , nobody know old man mortally ill .",Dragan Kresoja,Aleksandar Bercek,123,0.0,a young prison inmate gets released together with an old gangster they go to town together in order to visit their families and friends but nobody knows that the old man is mortally ill,low negative
Spiders - Episode 2 : Diamond Ship,1920,104.0,Adventure            ,R,6.1,"Kay Hoog want stop organisation `` Die Spinnen `` get certain diamond , give owning woman crown Asia , man , owner diamond , n't know existence ....",Fritz Lang,Carl de Vogt,1058,0.0,kay hoog wants to stop the organisation die spinnen to get a certain diamond that will give the owning woman the crown of asia but the man who should be the owner of that diamond doesnt know of its existence,low positive
Sheik,1921,86.0,Adventure Drama Romance            ,Passed,6.2,"charming Arabian sheik becomes infatuated adventurous , modern-thinking Englishwoman abducts home Saharan desert .",George Melford,Rudolph Valentino,3604,0.0,a charming arabian sheik becomes infatuated with an adventurous modernthinking englishwoman and abducts her to his home in the saharan desert,low positive
Beyond Rocks,1922,80.0,Drama Romance            ,Passed,6.7,young woman marries older millionaire fall love handsome nobleman honeymoon .,Sam Wood,Gloria Swanson,2387,0.27,a young woman marries an older millionaire and then falls in love with a handsome nobleman on her honeymoon,low positive
Grandma 's Boy,1922,60.0,Comedy Family            ,Passed,7.0,meek young man must find courage within rogue tramp menace home town .,Fred C. Newmeyer,Harold Lloyd,2002,0.26,a meek young man must find the courage within when a rogue tramp menaces his home town,low positive
Wild Oranges,1924,88.0,Drama Romance            ,Passed,6.7,"Millie Stope life grandfather remote island . grandfather fled political reason . 're alone . escaped prisoner , Nicholas , terrorizing , ... See full summary »",King Vidor,Frank Mayo,556,0.0,millie stope lives with her grandfather on a remote island her grandfather fled there for political reasons but theyre not alone an escaped prisoner nicholas is terrorizing them and                 see full summary »,low positive
Sea Hawk,1924,123.0,Adventure Drama Romance            ,Passed,7.1,wrongly-convicted English gentleman go galley slave pirate captain .,Frank Lloyd,Milton Sills,625,0.78,a wronglyconvicted english gentleman goes from galley slave to pirate captain,neutral
Warning Shadows,1923,90.0,Drama Fantasy Horror            ,Unrated,6.6,wealthy man invite local wealthy bachelor puppet show men covet another man 's wife . puppeteer actually witch give men nightmare could happen date lady house .,Arthur Robison,Fritz Kortner,1103,0.0,a wealthy man invites the local wealthy bachelors over for a puppet show about men who covet another mans wife the puppeteer is actually a witch and gives the men nightmares about what could happen if they date the lady of the house,low positive
President,1919,75.0,Drama            ,R,6.6,"judge see illegitimate daughter facing trial murder newborn child , also wedlock . certain sentenced death .",Carl Theodor Dreyer,Richard Christensen,1036,0.0,a judge sees his illegitimate daughter facing a trial for the murder of her newborn child also out of wedlock he is certain that she will be sentenced to death,low positive
Queen Spades,1916,63.0,Drama Fantasy Horror            ,R,6.6,"hosting game card one night , Narumov tell friend story grandmother , Countess . young woman , incurred enormous gambling debt , ... See full summary »",Yakov Protazanov,Tamara Duvan,824,0.0,while hosting a game of cards one night narumov tells his friends a story about his grandmother a countess as a young woman she had once incurred an enormous gambling debt which she                 see full summary »,low positive
Stella Dallas,1925,110.0,Drama            ,Passed,7.3,"Small-town girl Stella marries socialite Stephen Dallas , man nothing common . whole thing failure ; birth daughter Laurel , Dallases ... See full summary »",Henry King,Ronald Colman,416,0.76,smalltown girl stella marries socialite stephen dallas a man with whom she has nothing in common the whole thing is a failure after the birth of their daughter laurel the dallases                 see full summary »,low negative
Lazybones,1925,85.0,Action Comedy Drama            ,Passed,7.2,"Steve Tuttle , titular lazybones , take responsibility raising fatherless girl , causing scandal small town . Many year later , returned World War , discovers love grown-up girl .",Frank Borzage,Buck Jones,566,0.0,steve tuttle the titular lazybones takes on the responsibility of raising a fatherless girl causing a scandal in his small town many years later having returned from world war i he discovers that he loves the grownup girl,low positive
"Listen , Darling",1938,75.0,Comedy Drama Family            ,Passed,6.5,"Young Pinkie Wingate friend , Buzz , anything stop widowed mother entering loveless marriage town banker - including kidnapping .",Edwin L. Marin,Judy Garland,850,0.0,young pinkie wingate and her friend buzz will do anything to stop her widowed mother from entering into a loveless marriage with the town banker  including kidnapping,low positive
Flying Rio,1933,89.0,Comedy Musical Romance            ,Passed,6.6,bandleader woos Latin flame already engaged employer .,Thornton Freeland,Dolores del Rio,3933,2.01,a bandleader woos a latin flame who is already engaged to his employer,neutral
Carefree,1938,83.0,Comedy Musical Romance            ,Passed,7.0,psychiatrist fall love woman 's supposed nudging marriage someone else .,Mark Sandrich,Fred Astaire,4247,0.0,a psychiatrist falls in love with the woman hes supposed to be nudging into marriage with someone else,high positive
